keyword_id,name
montgomery modular multi-plication,Montgomery modular multi-plication
radix-16 booth method,Radix-16 Booth method
lut-based multiplication,LUT-based multiplication
artificial intelligence in education,Artificial intelligence in education
reading comprehension,Reading comprehension
heart rate estimation,Heart rate estimation
electrocardiograms,Electrocardiograms
photoplethysmograms,Photoplethysmograms
process-oriented projects,process-oriented projects
with cooperation and conflict factors (graccfs),with cooperation and conflict factors (GRACCFs)
"graccf via kd-45,collaborative filtering","GRACCF via KD-45,collaborative filtering"
measurement over pins,measurement over pins
inverse involute function,inverse involute function
pad & eacute,Pad & eacute
approximation,approximation
der iteration,der iteration
historical buildings,historical buildings
ancestral hall building,ancestral hall building
lujiang academy,Lujiang Academy
wind pressure,wind pressure
computational fluid dynamics (cfd) simulation,computational fluid dynamics (CFD) simulation
preventive conservation,preventive conservation
gaussian processes,Gaussian processes
few-shot event detection,Few-shot event detection
external knowledge base,External knowledge base
global boundary matrix,Global boundary matrix
proton exchange membrane fuel cells,proton exchange membrane fuel cells
channel design,Channel design
segmented water management,segmented water management
water balance,water balance
operating strategy,operating strategy
aerial target,Aerial target
bidirectional gated recurrent unit (bigru) network,bidirectional gated recurrent unit (BiGRU) network
micro-doppler (m-d),micro-Doppler (m-D)
l-1-median estimator,L-1-median estimator
photonic crystals,photonic crystals
structural color,structural color
mechanochromic,mechanochromic
sensitive,sensitive
roadheader bearing,roadheader bearing
weak fault detection,weak fault detection
objective conflict,objective conflict
set covering model,set covering model
salmonella,Salmonella
metabolomics,metabolomics
desiccation,desiccation
lmfs,LMFs
stress responses,stress responses
aroma types (ats),Aroma types (ATs)
machine olfaction,machine olfaction
multilabel classification,multilabel classification
camp,camp
perceived risk,perceived risk
destination image,destination image
permutation,Permutation
thresholding,Thresholding
water diffusion,Water diffusion
current density,Current density
matrix factorization,Matrix factorization
maximum entropy,Maximum entropy
graph dual regularization,Graph dual regularization
viscoelastic element,Viscoelastic element
stochastic averaging approach,Stochastic averaging approach
gaussian white noise,Gaussian white noise
copolyester thermoplastic elastomer,Copolyester thermoplastic elastomer
non-uniform decay estimate,Non-uniform decay estimate
optimal rate of temporal decay,Optimal rate of temporal decay
odor identification,odor identification
depthwise separable convolutional neural network,depthwise separable convolutional neural network
fpga-implementation,FPGA-implementation
keywords intangible cultural heritage,Keywords Intangible cultural heritage
creative programming,creative programming
teaching practice,teaching practice
creative design,creative design
soft magnet,Soft magnet
nanocrystalline alloy,Nanocrystalline alloy
electrical resistivity,Electrical resistivity
robust principal component analysis (rpca),Robust principal component analysis (RPCA)
microarray gene expression data,Microarray gene expression data
tricluster,tricluster
constraint violation,constraint violation
information background,information background
human resource management,human resource management
decision-making,decision-making
drivers,drivers
ros,ROS
visualization tool,Visualization Tool
high frequency oscillations (hfos),High frequency oscillations (HFOs)
seizure onset zone (soz),Seizure Onset Zone (SOZ)
the wavelet entropy (we),The Wavelet Entropy (WE)
power spectral density (psd),Power Spectral Density (PSD)
teager energy operator (teo),Teager Energy Operator (TEO)
the wavelet time-frequency map,the wavelet time-frequency map
power energy meters,power energy meters
error estimation dynamically,error estimation dynamically
fine tuning,Fine Tuning
dynamic performance,dynamic performance
settling performance,Settling Performance
the high density packaging equipment,the High Density Packaging Equipment
stochastic nonlinear controller,Stochastic Nonlinear Controller
observer,Observer
hysteresis nonlinearity,hysteresis nonlinearity
maximum inscribed rectangle,Maximum Inscribed Rectangle
constrained grid graph,Constrained Grid Graph
medical literature,Medical literature
som algorithm,SOM Algorithm
knowledge map,knowledge map
consistency checking,Consistency Checking
smmes,SMMEs
"the grey gm(1,1) models","the grey GM(1,1) models"
demands forecasting,demands forecasting
uniformly ultimately bounded (uub),Uniformly ultimately bounded (UUB)
multi-instance multi-label learning,Multi-instance Multi-label learning
medium and high rate wireless sensor network,Medium and High Rate Wireless Sensor Network
multi-scroll generalized jerk system,multi-scroll generalized Jerk system
wireless chaotic digital speech communication,wireless chaotic digital speech communication
multi-resource constraints,Multi-resource Constraints
three-level heuristic algorithm,Three-level Heuristic Algorithm
retail enterprise,retail enterprise
transnational marketing,transnational marketing
optimization techniques,Optimization techniques
structural analysis,Structural analysis
design and theory,Design and theory
foundations,Foundations
functional differential equation,functional differential equation
positive periodic solutions,positive periodic solutions
eddy current retarder,eddy current retarder
virtual testing,virtual testing
vega api,Vega API
revolution surfaces,revolution surfaces
arc envelope grinding method (aegm),Arc Envelope Grinding Method (AEGM)
wheel dressing,wheel dressing
key matter-element,key matter-element
co2 continuous laser vaporization,CO2 continuous laser vaporization
raman spectrum,Raman spectrum
dynamic observations,dynamic observations
extreme market situation,Extreme market situation
reversal signal,Reversal signal
fourier transform,Fourier transform
long short-term memory (lstm),long short-term memory (LSTM)
multi-step forecasting,multi-step forecasting
multi-scale modeling,multi-scale modeling
prior-guided learning,prior-guided learning
residential load forecasting,residential load forecasting
pipelined adc,Pipelined ADC
and temperature (pvt),and Temperature (PVT)
time-to-digital converter (tdc),Time-to-Digital converter (TDC)
calibration-free adc,Calibration-free ADC
self-alignment,Self-alignment
rain,Rain
frequency-spatial collaboration,frequency-spatial collaboration
smart canes,smart canes
technology acceptance,technology acceptance
extended tam,extended TAM
mediating effect,mediating effect
beta-expansion,Beta-expansion
full word,Full word
full cylinder,Full cylinder
non-full word,Non-full word
non-full cylinder,Non-full cylinder
interpretable depression detection,Interpretable depression detection
heterogeneous subgraph network,Heterogeneous subgraph network
hard negatives,hard negatives
universal signage system design,Universal signage system design
red cultural symbols,Red cultural symbols
visual cognition,Visual cognition
sustainable tourism,Sustainable tourism
online healthcare,Online healthcare
doctor's contribution behavior,doctor's contribution behavior
large-scale multi-objective optimization,Large-scale multi-objective optimization
decision space reduction,Decision space reduction
series sequential phase (sp) feed,series sequential phase (SP) feed
parasitic element,parasitic element
wide impedance bandwidth (ib),wide impedance bandwidth (IB)
face reenactment,Face reenactment
conditional gan,Conditional GAN
flow warping,Flow warping
full head reenactment,Full head reenactment
time-amplifying phase-frequency detector,Time-amplifying phase-frequency detector
(tapfd),(TAPFD)
reference spur,Reference spur
built-in electric field,Built-in electric field
cu2znsns4 (czts) thin film solar cell,Cu2ZnSnS4 (CZTS) thin film solar cell
hole concentration,hole concentration
aggravated impoliteness,aggravated impoliteness
negative restaurant reviews,negative restaurant reviews
topic categories,topic categories
sum-modified-laplacian,sum-modified-Laplacian
difference image,difference image
focus region detection,focus region detection
complex hardy space,Complex hardy space
szego kernel,Szego kernel
takenaka-malmquist system,Takenaka-Malmquist system
adaptive fourier decomposition,Adaptive Fourier decomposition
cu2-xse-mose2,Cu2-xSe-MoSe2
long cycling stability,Long cycling stability
part annotations,part annotations
visual recognition,visual recognition
zero-shot learning (zsl),zero-shot learning (ZSL)
composite beam,Composite beam
steel-concrete composite structure,Steel-concrete composite structure
full-depth slab,Full-depth slab
uhpc,UHPC
online system identification,online system identification
adaptive notch filter,adaptive notch filter
variable forgetting factor,variable forgetting factor
recursive least squares algorithm,recursive least squares algorithm
back electrode,back electrode
photovoltaic property,photovoltaic property
host-based intrusion detection,host-based intrusion detection
anomaly detector,anomaly detector
system call sequence representation,system call sequence representation
sequence embedding,sequence embedding
amorphous nanocrystalline alloy,Amorphous nanocrystalline alloy
constant magnetic permeability,Constant magnetic permeability
forced air convection,Forced air convection
serpentine,Serpentine
ceramic roller kiln,Ceramic roller kiln
energy analysis,energy analysis
parametric study,parametric study
irreversibility,irreversibility
shearing,shearing
silicon steel,silicon steel
size effect,size effect
containers,Containers
intelligent vehicles,intelligent vehicles
deception attack,Deception attack
denial-of-service (dos) attack,denial-of-service (DoS) attack
finite-horizon l(2 )- l(infinity) performance,finite-horizon l(2 )- l(infinity) performance
